10 Digit BBL,Boro,Block,Lot,Esmnt,Building Class ,Tax Class ,Building Count ,DOF Gross Square Footage,Street Number ,Street Name ,Zip Code ,"Multiple Buildings less than 50,000 with one of the buildings on the tax lot greater than 25,000 GSF"
3019010007,3,1901,7,,C1,2,1," 	72,147 ",196,CLINTON AVENUE,11205,
3019020001,3,1902,1,,D4,2,5," 	651,914 ",185,CLINTON AVENUE,11205,
3019020022,3,1902,22,,D4,2,1," 	76,200 ",165,CLINTON AVENUE,11205,
3019050001,3,1905,1,,D4,2,1," 	272,000 ",185,HALL STREET,11205,
3019050080,3,1905,80,,D4,2,1," 	272,000 ",195,WILLOUGHBY AVENUE,11205,
3019050120,3,1905,120,,D3,2,3," 	402,660 ",215,WILLOUGHBY AVENUE,11205,
3019057501,3,1905,7501,,R0,2,1," 	117,754 ",536,MYRTLE AVENUE,11205,
3019057502,3,1905,7502,,R0,2,1," 	114,743 ",490,MYRTLE AVENUE,11205,
3019057503,3,1905,7503,,R0,2,1," 	147,257 ",504,MYRTLE AVENUE,11205,
3019090011,3,1909,11,,C1,2,1," 	45,670 ",139,EMERSON PLACE,11205,
3019090015,3,1909,15,,H8,4,4," 	66,093 ",131,EMERSON PLACE,11205,
3019100025,3,1910,25,,D7,2,1," 	25,335 ",,MYRTLE AVENUE,11205,
3019110001,3,1911,1,,D1,2,1," 	63,200 ",918,KENT AVENUE,11205,
3019120040,3,1912,40,,D1,2,1," 	90,101 ",168,FRANKLIN AVENUE,11205,
3019137514,3,1913,7514,,R0,2,1," 	30,053 ",162,SKILLMAN STREET,11205,
3019140036,3,1914,36,,D3,2,1," 	26,000 ",908,BEDFORD AVENUE,11205,
3019140046,3,1914,46,,I9,4,1," 	25,707 ",926,BEDFORD AVENUE,11205,
3019140135,3,1914,135,,D3,2,1," 	26,000 ",904,BEDFORD AVENUE,11205,
3019147505,3,1914,7505,,R0,2,1," 	26,007 ",898,BEDFORD AVENUE,11205,
3019150016,3,1915,16,,W6,4,3," 	78,000 ",232,CLINTON AVENUE,11205,
3019160001,3,1916,1,,D4,2,1," 	59,800 ",275,CLINTON AVENUE,11205,
3019160013,3,1916,13,,W6,4,1," 	64,400 ",245,CLINTON AVENUE,11205,
3019170042,3,1917,42,,C1,2,1," 	26,204 ",260,WASHINGTON AVENUE,11205,
3019170045,3,1917,45,,D3,2,1," 	105,360 ",266,WASHINGTON AVENUE,11205,
3019180006,3,1918,6,,D1,2,1," 	57,366 ",295,WASHINGTON AVENUE,11205,
3019180013,3,1918,13,,D4,2,2," 	56,788 ",277,WASHINGTON AVENUE,11205,
3019180020,3,1918,20,,M1,4,1," 	29,250 ",257,WASHINGTON AVENUE,11205,
3019180024,3,1918,24,,D1,2,1," 	32,160 ",253,WASHINGTON AVENUE,11205,
3019190001,3,1919,1,,W3,4,3," 	76,983 ",166,WILLOUGHBY AVENUE,11205,
3019200001,3,1920,1,,W9,4,3," 	291,041 ",255,RYERSON STREET,11205,
3019200002,3,1920,2,,D3,2,1," 	46,956 ",249,RYERSON STREET,11205,
3019210001,3,1921,1,,W6,4,1," 	62,000 ",333,WAVERLY AVENUE,11205,
3019210019,3,1921,19,,W3,4,4," 	91,784 ",203,GRAND AVENUE,11205,
3019210064,3,1921,64,,W6,4,1," 	96,000 ",212,STEUBEN STREET,11205,
3019220001,3,1922,1,,W6,4,28," 	158,540 ",225,STEUBEN STREET,11205,
3019230001,3,1923,1,,W6,4,2," 	93,859 ",238,CLASSON AVENUE,11205,
3019240036,3,1924,36,,C7,2,1," 	130,000 ",226,TAAFFE PLACE,11205,
3019247501,3,1924,7501,,R0,2,1," 	130,468 ",263,CLASSON AVENUE,11205,
3019250001,3,1925,1,,D6,2,1," 	124,598 ",227,TAAFFE PLACE,11205,
3019250007,3,1925,7,,D1,2,1," 	91,559 ",213,TAAFFE PLACE,11205,
3019250042,3,1925,42,,D7,2,1," 	30,576 ",950,KENT AVENUE,11205,
3019257501,3,1925,7501,,R0,2,1," 	108,679 ",970,KENT AVENUE,11205,
3019260010,3,1926,10,,W1,4,2," 	328,860 ",955,KENT AVENUE,11205,
3019277501,3,1927,7501,,R0,2,3," 	76,541 ",222,SKILLMAN STREET,11205,
3019287504,3,1928,7504,,R0,2,1," 	26,826 ",203,SKILLMAN STREET,11205,
3019300001,3,1930,1,,D4,2,1," 	138,474 ",325,CLINTON AVENUE,11205,
3019300014,3,1930,14,,D3,2,1," 	108,000 ",295,CLINTON AVENUE,11205,
3019330001,3,1933,1,,D4,2,1," 	371,890 ",21,ST JAMES PLACE,11205,
3019330060,3,1933,60,,D4,2,1," 	370,990 ",309,LAFAYETTE AVENUE,11238,
3019330070,3,1933,70,,D4,2,1," 	89,420 ",372,DEKALB AVENUE,11205,
3019330100,3,1933,100,,D4,2,1," 	370,990 ",333,LAFAYETTE AVENUE,11238,
3019330102,3,1933,102,,W1,4,1," 	72,000 ",400,DEKALB AVENUE,11205,
3019337501,3,1933,7501,,R0,2,1," 	143,892 ",325,LAFAYETTE AVENUE,11238,
3019380001,3,1938,1,,D3,2,7," 	827,000 ",345,CLASSON AVENUE,11205,
3019410020,3,1941,20,,O5,4,2," 	56,112 ",500,DEKALB AVENUE,11205,
3019417501,3,1941,7501,,R0,2,1," 	40,106 ",260,SKILLMAN STREET,11205,
3019420012,3,1942,12,,D9,2,2," 	72,613 ",261,SKILLMAN STREET,11205,
3019430006,3,1943,6,,D4,2,2," 	95,960 ",360,CLINTON AVENUE,11238,
3019440004,3,1944,4,,D4,2,4," 	448,000 ",345,CLINTON AVENUE,11238,
3019460004,3,1946,4,,D5,2,7," 	113,924 ",379,WASHINGTON AVENUE,11238,
3019470001,3,1947,1,,W6,4,1," 	120,000 ",65,ST JAMES PLACE,11238,
3019480042,3,1948,42,,D1,2,3," 	57,937 ",83,CLIFTON PLACE,11238,
3019490027,3,1949,27,,D1,2,1," 	27,797 ",426,LAFAYETTE AVENUE,11238,
3019520016,3,1952,16,,N2,4,2," 	108,000 ",74,CLIFTON PLACE,11238,
3019520033,3,1952,33,,D0,2,1," 	46,433 ",110,CLIFTON PLACE,11238,
3019537501,3,1953,7501,,R0,2,6," 	54,674 ",325,GREENE AVENUE,11238,
3019537503,3,1953,7503,,R0,2,1," 	93,648 ",333,GREENE AVENUE,11238,
3019547503,3,1954,7503,,R0,2,1," 	35,800 ",1060,BEDFORD AVENUE,11216,
3019570017,3,1957,17,,I6,4,1," 	37,500 ",403,CARLTON AVENUE,11238,
3019570030,3,1957,30,,D7,2,1," 	35,872 ",50,GREENE AVENUE,11238,
3019577501,3,1957,7501,,R0,2,5," 	127,029 ",415,CARLTON AVENUE,11238,
3019590027,3,1959,27,,D9,2,1," 	71,470 ",80,GREENE AVENUE,11238,
3019600022,3,1960,22,,D3,2,1," 	60,720 ",419,VANDERBILT AVENUE,11238,
3019600038,3,1960,38,,D1,2,1," 	40,614 ",400,CLINTON AVENUE,11238,
3019600070,3,1960,70,,D1,2,1," 	47,304 ",464,CLINTON AVENUE,11238,
3019607501,3,1960,7501,,R0,2,1," 	38,056 ",430,CLINTON AVENUE,11238,
3019610014,3,1961,14,,D4,2,1," 	25,701 ",429,CLINTON AVENUE,11238,
3019610027,3,1961,27,,D1,2,1," 	51,089 ",389,CLINTON AVENUE,11238,
3019620010,3,1962,10,,W1,4,2," 	56,856 ",431,WAVERLY AVENUE,11238,
3019630025,3,1963,25,,D1,2,1," 	25,600 ",415,WASHINGTON AVENUE,11238,
3019650042,3,1965,42,,D1,2,1," 	48,540 ",324,GRAND AVENUE,11238,
3019660063,3,1966,63,,D5,2,1," 	42,450 ",17,LEXINGTON AVENUE,11238,
3019677504,3,1967,7504,,R0,2,2," 	50,008 ",105,LEXINGTON AVENUE,11238,
3019690022,3,1969,22,,D1,2,1," 	55,341 ",10,LEXINGTON AVENUE,11238,
3019690033,3,1969,33,,D1,2,1," 	50,938 ",15,QUINCY STREET,11238,
3019697501,3,1969,7501,,R0,2,24," 	59,400 ",319,GRAND AVENUE,11238,
3019700013,3,1970,13,,D1,2,1," 	28,480 ",76,LEXINGTON AVENUE,11238,
3019710028,3,1971,28,,D3,2,1," 	28,707 ",1104,BEDFORD AVENUE,11216,
3019720001,3,1972,1,,D1,2,1," 	55,487 ",10,QUINCY STREET,11238,
3019740051,3,1974,51,,D5,2,1," 	44,460 ",273,GATES AVENUE,11216,
3019747501,3,1974,7501,,R0,2,1," 	95,177 ",1122,BEDFORD AVENUE,11216,
3019760007,3,1976,7,,D1,2,1," 	42,684 ",26,GATES AVENUE,11238,
3019780001,3,1978,1,,O2,4,1," 	27,450 ",937,FULTON STREET,11238,
3019780017,3,1978,17,,M1,4,1," 	39,916 ",484,WASHINGTON AVENUE,11238,
3019780025,3,1978,25,,D1,2,1," 	39,200 ",500,WASHINGTON AVENUE,11238,
3019780029,3,1978,29,,D7,2,1," 	30,935 ",506,WASHINGTON AVENUE,11238,
3019790003,3,1979,3,,D1,2,1," 	25,500 ",495,WASHINGTON AVENUE,11238,
3019790024,3,1979,24,,D1,2,1," 	35,820 ",92,GATES AVENUE,11238,
3019797503,3,1979,7503,,R0,2,1," 	73,853 ",475,WASHINGTON AVENUE,11238,
3019820001,3,1982,1,,C1,2,1," 	32,400 ",435,GRAND AVENUE,11238,
3019820007,3,1982,7,,C1,2,1," 	32,400 ",425,GRAND AVENUE,11238,
3019820069,3,1982,69,,C1,2,1," 	37,100 ",90,DOWNING STREET,11238,
3019830010,3,1983,10,,W1,4,1," 	82,896 ",67,DOWNING STREET,11238,
3019840078,3,1984,78,,P2,4,1," 	25,100 ",65,PUTNAM AVENUE,11238,
3019867501,3,1986,7501,,R0,2,1," 	36,851 ",1142,BEDFORD AVENUE,11216,
3019890001,3,1989,1,,M1,4,1," 	66,500 ",495,CLASSON AVENUE,11238,
3019920012,3,1992,12,,D7,2,1," 	29,249 ",1037,FULTON STREET,11238,
3019920020,3,1992,20,,D1,2,1," 	46,229 ",40,PUTNAM AVENUE,11238,
3019927501,3,1992,7501,,R0,2,1," 	35,755 ",82,IRVING PLACE,11238,
3019927502,3,1992,7502,,R0,2,1," 	36,874 ",1043,FULTON STREET,11238,
3019930015,3,1993,15,,W9,4,1," 	26,500 ",81,IRVING PLACE,11238,
3019940007,3,1994,7,,D1,2,1," 	37,500 ",541,CLASSON AVENUE,11238,
3019940053,3,1994,53,,M1,4,1," 	38,400 ",1091,FULTON STREET,11238,
3019950006,3,1995,6,,W2,4,1," 	40,200 ",102,PUTNAM AVENUE,11238,
3019970003,3,1997,3,,D2,2,1," 	35,593 ",35,CLAVER PLACE,11238,
3019970020,3,1997,20,,D1,2,1," 	54,200 ",28,JEFFERSON AVENUE,11238,
3019970028,3,1997,28,,D3,2,1," 	78,696 ",482,FRANKLIN AVENUE,11238,
3019970053,3,1997,53,,K4,4,1," 	27,756 ",1125,FULTON STREET,11238,
3019980001,3,1998,1,,W1,4,1," 	111,000 ",50,JEFFERSON AVENUE,11216,
3020007501,3,2000,7501,,R0,2,1," 	32,500 ",1240,BEDFORD AVENUE,11216,
3020017501,3,2001,7501,,R0,2,1," 	906,158 ",139,FLATBUSH AVENUE,11217,
3020020001,3,2002,1,,K6,4,1," 	767,750 ",625,ATLANTIC AVENUE,11217,
3020030008,3,2003,8,,D4,2,2," 	324,346 ",173,SOUTH ELLIOTT PLACE,11217,
3020030019,3,2003,19,,N2,4,2," 	57,200 ",62,HANSON PLACE,11217,
3020030034,3,2003,34,,O3,4,1," 	30,400 ",78,HANSON PLACE,11217,
3020040050,3,2004,50,,I6,4,1," 	48,000 ",144,SOUTH OXFORD STREET,11217,
3020047501,3,2004,7501,,R0,2,1," 	137,224 ",212,SOUTH OXFORD STREET,11217,
3020060001,3,2006,1,,I6,4,1," 	93,171 ",425,CUMBERLAND STREET,11238,
3020070001,3,2007,1,,D4,2,1," 	252,500 ",761,ATLANTIC AVENUE,11238,
3020070014,3,2007,14,,D4,2,4," 	476,450 ",475,CARLTON AVENUE,11238,
3020080001,3,2008,1,,W1,4,1," 	59,200 ",510,CLERMONT AVENUE,11238,
3020090001,3,2009,1,,O6,4,1," 	710,746 ",487,CLERMONT AVENUE,11238,
3020097501,3,2009,7501,,R0,2,1," 	368,481 ",810,FULTON STREET,11238,
3020100001,3,2010,1,,D6,2,1," 	240,382 ",545,VANDERBILT AVENUE,11238,
3020100010,3,2010,10,,M1,4,1," 	42,175 ",520,CLINTON AVENUE,11238,
3020100025,3,2010,25,,D7,2,1," 	38,266 ",840,FULTON STREET,11238,
3020100053,3,2010,53,,D6,2,1," 	26,993 ",532,CLINTON AVENUE,11238,
3020100059,3,2010,59,,C7,2,1," 	35,964 ",550,CLINTON AVENUE,11238,
3020110007,3,2011,7,,D1,2,1," 	44,000 ",537,CLINTON AVENUE,11238,
3020110039,3,2011,39,,W1,4,1," 	74,938 ",510,WAVERLY AVENUE,11238,
3020117501,3,2011,7501,,R0,2,1," 	82,557 ",525,CLINTON AVENUE,11238,
3020117502,3,2011,7502,,R0,2,1," 	75,964 ",500,WAVERLY AVENUE,11238,
3020120001,3,2012,1,,D6,2,1," 	166,687 ",555,WAVERLY AVENUE,11238,
3020120010,3,2012,10,,F5,4,1," 	26,540 ",892,FULTON STREET,11238,
3020137501,3,2013,7501,,R0,2,1," 	63,540 ",555,WASHINGTON AVENUE,11238,
3020137503,3,2013,7503,,R0,2,1," 	79,385 ",541,WASHINGTON AVENUE,11238,
3020140026,3,2014,26,,W9,4,1," 	34,490 ",966,FULTON STREET,11238,
3020150066,3,2015,66,,C6,2,1," 	30,000 ",105,LEFFERTS PLACE,11238,
3020150070,3,2015,70,,C6,2,1," 	30,000 ",89,LEFFERTS PLACE,11238,
3020160012,3,2016,12,,D6,2,1," 	38,691 ",,FULTON STREET,11238,
3020160030,3,2016,30,,W9,4,1," 	43,228 ",1104,FULTON STREET,11238,
3020167501,3,2016,7501,,R0,2,1," 	51,001 ",1078,FULTON STREET,11238,
3020170008,3,2017,8,,D6,2,1," 	164,163 ",1134,FULTON STREET,11216,
3020180062,3,2018,62,,D1,2,1," 	54,273 ",909,ATLANTIC AVENUE,11238,
3020190001,3,2019,1,,E7,4,1," 	48,400 ",481,GRAND AVENUE,11238,
3020190040,3,2019,40,,D1,2,1," 	86,200 ",128,LEFFERTS PLACE,11238,
3020190080,3,2019,80,,D6,2,1," 	111,633 ",963,ATLANTIC AVENUE,11238,
3020197501,3,2019,7501,,R0,2,4," 	50,984 ",76,LEFFERTS PLACE,11238,
3020197505,3,2019,7505,,R0,2,1," 	57,886 ",1007,ATLANTIC AVENUE,11238,
3020220018,3,2022,18,,O2,4,1," 	70,678 ",1274,BEDFORD AVENUE,11216,
3020230001,3,2023,1,,T2,4,92," 	7,064,736 ",652,KENT AVENUE,11251,
3020230050,3,2023,50,,K4,4,5," 	289,262 ",63,FLUSHING AVENUE,11205,
3020230150,3,2023,150,,Y4,4,1," 	243,075 ",22,FLUSHING AVENUE,11205,
3020270001,3,2027,1,,D4,2,1," 	156,000 ",37,NORTH ELLIOTT PLACE,11205,
3020280001,3,2028,1,,W1,4,1," 	200,000 ",34,NORTH PORTLAND AVE,11205,
3020310016,3,2031,16,,E7,4,1," 	71,071 ",1,CARLTON AVENUE,11205,
3020330001,3,2033,1,,D7,2,1," 	140,037 ",42,VANDERBILT AVENUE,11205,
3020330002,3,2033,2,,D7,2,1," 	140,037 ",45,CLERMONT AVENUE,11205,
3020337501,3,2033,7501,,R0,2,1," 	132,510 ",130,FLUSHING AVENUE,11205,
3020337502,3,2033,7502,,R0,2,1," 	116,665 ",8,VANDERBILT AVENUE,11205,
3020340001,3,2034,1,,D3,2,8," 	587,400 ",118,ST EDWARDS STREET,11205,
3020340134,3,2034,134,,D3,2,1," 	112,955 ",112,ST EDWARDS STREET,11205,
3020390002,3,2039,2,,W1,4,1," 	121,000 ",85,ST EDWARDS STREET,11205,
3020390071,3,2039,71,,I1,4,1," 	67,975 ",39,AUBURN PLACE,11205,
3020390101,3,2039,101,,I1,4,1," 	112,585 ",21,AUBURN PLACE,11205,
3020400001,3,2040,1,,D6,2,4," 	216,700 ",277,MYRTLE AVENUE,11205,
3020410001,3,2041,1,,D6,2,15," 	924,900 ",121,NORTH PORTLAND AVE,11205,
3020440013,3,2044,13,,C1,2,1," 	81,625 ",105,CARLTON AVENUE,11205,
3020440064,3,2044,64,,C1,2,1," 	37,580 ",100,ADELPHI STREET,11205,
3020447502,3,2044,7502,,R0,2,1," 	31,912 ",122,ADELPHI STREET,11205,
3020450011,3,2045,11,,W1,4,1," 	78,975 ",100,CLERMONT AVENUE,11205,
3020450053,3,2045,53,,D7,2,1," 	35,176 ",62,CLERMONT AVENUE,11205,
3020457501,3,2045,7501,,R0,2,1," 	80,200 ",379,MYRTLE AVENUE,11205,
3020470011,3,2047,11,,O3,4,1," 	407,400 ",303,BRIDGE STREET,11201,
3020470040,3,2047,40,,O6,4,1," 	691,645 ",115,MYRTLE AVENUE,11201,
3020490002,3,2049,2,,D7,2,1," 	629,064 ",343,GOLD STREET,11201,
3020497501,3,2049,7501,,R0,2,1," 	74,779 ",176,JOHNSON STREET,11201,
3020500001,3,2050,1,,D1,2,13," 	647,470 ",,MYRTLE AVENUE,11201,
3020500100,3,2050,100,,E7,4,1," 	114,500 ",,TILLARY STREET,11201,
3020500104,3,2050,104,,N2,4,1," 	65,645 ",194,TILLARY STREET,11201,
3020580017,3,2058,17,,O6,4,1," 	457,966 ",339,BRIDGE STREET,11201,
3020587501,3,2058,7501,,R0,2,1," 	401,418 ",101,WILLOUGHBY STREET,11201,
3020590001,3,2059,1,,O4,4,1," 	1,330,743 ",4,METROTECH CENTER,11201,
3020600001,3,2060,1,,O4,4,1," 	332,608 ",141,WILLOUGHBY STREET,11201,
3020607501,3,2060,7501,,R0,2,1," 	245,778 ",150,MYRTLE AVENUE,11201,
3020610040,3,2061,40,,D4,2,1," 	187,667 ",122,ASHLAND PLACE,11201,
3020610060,3,2061,60,,D4,2,1," 	187,667 ",191,WILLOUGHBY STREET,11201,
3020610080,3,2061,80,,D4,2,1," 	187,667 ",175,WILLOUGHBY STREET,11201,
3020610101,3,2061,101,,D7,2,1," 	110,912 ",218,MYRTLE AVENUE,11201,
3020610110,3,2061,110,,D6,2,1," 	265,417 ",81,FLEET PLACE,11201,
3020617501,3,2061,7501,,R0,2,1," 	477,089 ",86,FLEET PLACE,11201,
3020617502,3,2061,7502,,R0,2,1," 	267,543 ",180,MYRTLE AVENUE,11201,
3020620006,3,2062,6,,O2,4,1," 	52,694 ",147,PRINCE STREET,11201,
3020680001,3,2068,1,,D4,2,6," 	325,000 ",130,ST EDWARDS STREET,11201,
3020680117,3,2068,117,,I6,4,1," 	129,776 ",140,ST EDWARDS STREET,11201,
3020720036,3,2072,36,,E1,4,1," 	31,920 ",166,CARLTON AVENUE,11205,
3020730015,3,2073,15,,D5,2,1," 	38,000 ",163,CARLTON AVENUE,11205,
3020730028,3,2073,28,,C7,2,1," 	31,345 ",352,MYRTLE AVENUE,11205,
3020750001,3,2075,1,,D3,2,1," 	27,702 ",65,WILLOUGHBY AVENUE,11205,
3020750012,3,2075,12,,D7,2,1," 	149,000 ",167,CLERMONT AVENUE,11205,
3020757501,3,2075,7501,,R0,2,2," 	91,218 ",181,CLERMONT AVENUE,11205,
3020790021,3,2079,21,,I5,4,1," 	30,250 ",295,FLATBUSH AVENUE EXT,11201,
3020850001,3,2085,1,,W6,4,7," 	579,404 ",61,DEKALB AVENUE,11201,
3020850050,3,2085,50,,W8,4,1," 	155,000 ",426,DEKALB AVENUE,11205,
3020850100,3,2085,100,,G9,4,1," 	143,586 ",150,ASHLAND PLACE,11201,
3020857501,3,2085,7501,,R0,2,1," 	266,715 ",371,FLATBUSH AVENUE EXT,11201,
3020857502,3,2085,7502,,R0,2,1," 	434,302 ",196,WILLOUGHBY STREET,11201,
3020880004,3,2088,4,,I1,4,1," 	335,000 ",117,DEKALB AVENUE,11201,
3020880025,3,2088,25,,I1,4,1," 	161,845 ",240,WILLOUGHBY STREET,11201,
3020880030,3,2088,30,,G1,4,1," 	84,350 ",147,ASHLAND PLACE,11201,
3020910003,3,2091,3,,W1,4,2," 	100,674 ",255,ADELPHI STREET,11205,
3020920026,3,2092,26,,M1,4,1," 	41,000 ",209,CLERMONT AVENUE,11205,
3020920038,3,2092,38,,W6,4,1," 	43,623 ",212,VANDERBILT AVENUE,11205,
3020930001,3,2093,1,,O6,4,1," 	376,071 ",395,FLATBUSH AVENUE EXT,11201,
3020940010,3,2094,10,,D7,2,1," 	335,187 ",80,DEKALB AVENUE,11201,
3020950001,3,2095,1,,J2,4,1," 	66,000 ",57,ROCKWELL PLACE,11217,
3020950010,3,2095,10,,O7,4,1," 	29,331 ",19,ROCKWELL PLACE,11217,
3020950026,3,2095,26,,G1,4,3," 	69,060 ",180,ASHLAND PLACE,11217,
3020950045,3,2095,45,,J3,4,1," 	98,654 ",653,FULTON STREET,11217,
3020957501,3,2095,7501,,R0,2,1," 	25,865 ",1,ROCKWELL PLACE,11217,
3020957502,3,2095,7502,,R0,2,1," 	122,016 ",230,ASHLAND PLACE,11217,
3020960014,3,2096,14,,C1,2,1," 	25,032 ",205,ASHLAND PLACE,11217,
3020980013,3,2098,13,,W1,4,1," 	600,000 ",29,FT GREENE PLACE,11217,
3020990016,3,2099,16,,C1,2,1," 	26,100 ",47,SOUTH ELLIOTT PLACE,11217,
3021000072,3,2100,72,,D4,2,1," 	137,000 ",101,LAFAYETTE AVENUE,11217,
3021000076,3,2100,76,,D1,2,1," 	57,460 ",93,LAFAYETTE AVENUE,11217,
3021020008,3,2102,8,,D1,2,1," 	38,742 ",249,CUMBERLAND STREET,11205,
3021030004,3,2103,4,,W1,4,2," 	115,650 ",319,CARLTON AVENUE,11205,
3021040008,3,2104,8,,D9,2,1," 	44,046 ",299,ADELPHI STREET,11205,
3021050001,3,2105,1,,M3,4,1," 	54,150 ",317,CLERMONT AVENUE,11205,
3021050047,3,2105,47,,M3,4,1," 	83,000 ",306,VANDERBILT AVENUE,11205,
3021060009,3,2106,9,,O6,4,1," 	232,174 ",37,FLATBUSH AVENUE,11217,
3021060016,3,2106,16,,O6,4,1," 	44,149 ",33,FLATBUSH AVENUE,11217,
3021060024,3,2106,24,,O5,4,1," 	30,000 ",25,FLATBUSH AVENUE,11217,
3021060035,3,2106,35,,O5,4,1," 	26,388 ",570,FULTON STREET,11217,
3021067501,3,2106,7501,,R0,2,1," 	40,759 ",96,ROCKWELL PLACE,11217,
3021067502,3,2106,7502,,R0,2,1," 	337,601 ",29,FLATBUSH AVENUE,11217,
3021067503,3,2106,7503,,R0,2,1," 	167,235 ",1,FLATBUSH AVE,11217,
3021070001,3,2107,1,,W9,4,1," 	42,000 ",99,ROCKWELL PLACE,11217,
3021070002,3,2107,2,,O2,4,1," 	30,000 ",95,ROCKWELL PLACE,11217,
3021070030,3,2107,30,,J7,4,1," 	34,504 ",85,ROCKWELL PLACE,11217,
3021077501,3,2107,7501,,R0,2,1," 	590,656 ",590,FULTON STREET,11217,
3021077502,3,2107,7502,,R0,2,1," 	133,472 ",15,LAFAYETTE AVENUE,11217,
3021080001,3,2108,1,,O6,4,1," 	163,395 ",253,ASHLAND PLACE,11217,
3021080021,3,2108,21,,D7,2,1," 	27,144 ",25,LAFAYETTE AVENUE,11217,
3021107501,3,2110,7501,,R0,2,1," 	487,115 ",300,ASHLAND PLACE,11201,
3021110015,3,2111,15,,W9,4,1," 	170,000 ",30,LAFAYETTE AVENUE,11217,
3021110045,3,2111,45,,M9,4,1," 	65,500 ",144,ST FELIX STREET,11217,
3021117501,3,2111,7501,,R0,2,1," 	287,707 ",1,HANSON PLACE,11217,
3021140001,3,2114,1,,D9,2,1," 	72,781 ",67,HANSON PLACE,11217,
3021140023,3,2114,23,,C7,2,1," 	36,047 ",686,FULTON STREET,11217,
3021180011,3,2118,11,,M1,4,1," 	66,820 ",77,SOUTH OXFORD STREET,11217,
3021190001,3,2119,1,,D1,2,1," 	82,000 ",313,CUMBERLAND STREET,11238,
3021207501,3,2120,7501,,R0,2,1," 	64,107 ",381,CARLTON AVENUE,11238,
3021217501,3,2121,7501,,R0,2,1," 	40,966 ",75,GREENE AVENUE,11238,
3021220004,3,2122,4,,W3,4,1," 	68,160 ",357,CLERMONT AVENUE,11238,
3021280005,3,2128,5,,D7,2,1," 	245,306 ",416,KENT AVENUE,11249,
3021297502,3,2129,7502,,R0,2,2," 	57,525 ",42,BROADWAY,11249,
3021297508,3,2129,7508,,R0,2,1," 	27,720 ",18,BROADWAY,11249,
3021300021,3,2130,21,,O5,4,1," 	37,600 ",390,BERRY STREET,11249,
3021307501,3,2130,7501,,R0,2,1," 	180,853 ",60,BROADWAY,11249,
3021310001,3,2131,1,,D7,2,1," 	46,032 ",100,BROADWAY,11249,
3021310008,3,2131,8,,D7,2,1," 	46,781 ",110,BROADWAY,11249,
3021320030,3,2132,30,,C6,2C,1," 	29,700 ",143,SOUTH 8 STREET,11211,
3021327501,3,2132,7501,,R0,2,1," 	41,101 ",123,SOUTH 8 STREET,11211,
3021327502,3,2132,7502,,R0,2,1," 	70,111 ",138,BROADWAY,11211,
3021340001,3,2134,1,,F5,4,1," 	165,167 ",478,KENT AVENUE,11249,
3021340056,3,2134,56,,D7,2,1," 	543,250 ",420,KENT AVENUE,11249,
3021340150,3,2134,150,,F5,4,1," 	70,665 ",1,DIVISION AVENUE,11249,
3021347501,3,2134,7501,,R0,2,1," 	108,285 ",446,KENT AVENUE,11249,
3021347502,3,2134,7502,,R0,2,1," 	181,179 ",450,KENT AVENUE,11249,
3021347503,3,2134,7503,,R0,2,1," 	191,889 ",440,KENT AVENUE,11249,
3021350001,3,2135,1,,D1,2,2," 	53,620 ",520,WYTHE AVENUE,11249,
3021350103,3,2135,103,,D1,2,1," 	63,535 ",19,SOUTH 11 STREET,11249,
3021350104,3,2135,104,,D1,2,1," 	53,479 ",26,SOUTH 10 STREET,11249,
3021350107,3,2135,107,,D1,2,1," 	36,825 ",42,SOUTH 9 STREET,11249,
3021357501,3,2135,7501,,R0,2,1," 	45,336 ",22,SOUTH 9 STREET,11249,
3021357502,3,2135,7502,,R0,2,1," 	44,191 ",28,SOUTH 9 STREET,11249,
3021357503,3,2135,7503,,R0,2,1," 	44,291 ",34,SOUTH 9 STREET,11249,
3021357504,3,2135,7504,,R0,2,1," 	44,191 ",40,SOUTH 9 STREET,11249,
3021357505,3,2135,7505,,R0,2,1," 	40,979 ",37,SOUTH 10 STREET,11249,
3021357506,3,2135,7506,,R0,2,1," 	44,057 ",43,SOUTH 10 STREET,11249,
3021357507,3,2135,7507,,R0,2,1," 	33,511 ",29,SOUTH 10 STREET,11249,
3021357508,3,2135,7508,,R0,2,1," 	492,066 ",429,KENT AVENUE,11249,
3021357509,3,2135,7509,,R0,2,1," 	34,782 ",23,SOUTH 10 STREET,11249,
3021370014,3,2137,14,,D1,2,1," 	63,866 ",110,SOUTH 8 STREET,11249,
3021377502,3,2137,7502,,R0,2,1," 	59,400 ",102,SOUTH 8 STREET,11249,
3021387501,3,2138,7501,,R0,2,6," 	476,515 ",425,BEDFORD AVENUE,0,
3021390014,3,2139,14,,C1,2,1," 	25,924 ",190,SOUTH 8 STREET,11211,
3021400013,3,2140,13,,O2,4,1," 	36,254 ",242,BROADWAY,11211,
3021400017,3,2140,17,,D7,2,1," 	39,278 ",252,BROADWAY,11211,
3021400026,3,2140,26,,D9,2,2," 	224,808 ",325,ROEBLING STREET,11211,
3021410001,3,2141,1,,O2,4,1," 	29,892 ",266,BROADWAY,11211,
3021410019,3,2141,19,,D9,2,3," 	328,315 ",188,MARCY AVENUE,11211,
3021427501,3,2142,7501,,R0,2,1," 	35,736 ",312,BROADWAY,11211,
